time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),gimbal_roll(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
97200,2023-05-24 09:09:40,37.1808980576537,128.195219860248,327.427832,,,1611.3175033338,83.66142,22.1009672,729.64897348,1268.01841328,17,5,16.484,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.250186,-0.223694,349.3, -13.2, -3.2,0,1,1024,1024,1024,1024,0,0,0,0,355.2,-89.9,0,90,4.132,4.122,4.121,4.109,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
97300,2023-05-24 09:09:40,37.1809068783327,128.195217722913,327.427832,,,1611.3175033338,83.66142,22.1009672,728.11025952,1271.29597244,17,5,16.484,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.250186,0,349.1, -13.2, -3.2,0,1,1024,1024,1024,1024,0,0,0,0,355.2,-90,0,90,4.132,4.122,4.121,4.109,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
97400,2023-05-24 09:09:40,37.1809156089614,128.195215559601,327.427832,,,1611.3175033338,83.66142,22.1009672,726.58466892,1274.5407232,17,5,16.484,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.250186,0,349.3, -13.1, -3,0,1,1024,1024,1024,1024,0,0,0,0,355.2,-89.9,0,90,4.132,4.122,4.121,4.109,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
97500,2023-05-24 09:09:40,37.1809244239523,128.19521340661,327.427832,,,1611.3175033338,83.66142,22.1009672,725.06235916,1277.81828236,17,5,16.484,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.250186,0,349.4, -13.1, -2.8,0,1,1024,1024,1024,1024,0,0,0,0,355.2,-90,0,90,4.132,4.122,4.121,4.109,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
97600,2023-05-24 09:09:40,37.180933183844,128.195211373183,327.427832,,,1611.3175033338,83.66142,22.1009672,723.59582368,1281.0695948,17,5,16.484,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.250186,0,349.3, -13, -3,0,1,1024,1024,1024,1024,0,0,0,0,355.1,-89.9,0,90,4.132,4.122,4.121,4.109,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
97700,2023-05-24 09:09:40,37.1809420004454,128.195209223806,327.427832,,,1611.3175033338,83.66142,22.1009672,722.09976064,1284.34715396,17,5,16.484,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.250186,0,349.3, -12.9, -2.9,0,1,1024,1024,1024,1024,0,0,0,0,355.1,-90,0,90,4.132,4.122,4.121,4.109,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
97800,2023-05-24 09:09:40,37.1809507808279,128.195207168702,327.427832,,,1611.3175033338,83.66142,22.1009672,720.64306768,1287.60502808,17,5,16.484,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.250186,0,349.3, -13.1, -2.9,0,1,1024,1024,1024,1024,0,0,0,0,355.1,-89.9,0,90,4.132,4.122,4.121,4.109,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
97900,2023-05-24 09:09:40,37.1809595828664,128.195205019153,327.427832,,,1611.3175033338,83.66142,22.1009672,719.17325136,1290.87602556,17,5,16.484,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.250186,0,349.4, -13.1, -2.7,0,1,1024,1024,1024,1024,0,0,0,0,355.1,-89.9,0,90,4.132,4.122,4.121,4.109,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
98000,2023-05-24 09:09:40,37.1809683522496,128.195202817993,327.427832,,,1611.3175033338,83.66142,22.1009672,717.70343504,1294.14046136,17,5,16.484,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.250186,0,349.4, -13.3, -2.7,0,1,1024,1024,1024,1024,0,0,0,0,355.1,-90,0,90,4.132,4.122,4.121,4.109,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
98100,2023-05-24 09:09:40,37.1809771479489,128.195200666035,327.427832,,,1611.3175033338,83.66142,22.1009672,716.2565846,1297.408178,17,5,16.484,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.250186,0,349.5, -13.4, -2.6,0,1,1024,1024,1024,1024,0,0,0,0,355.1,-90,0,90,4.132,4.122,4.121,4.109,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
98200,2023-05-24 09:09:41,37.1809859099993,128.195198497562,327.427832,,,1611.3175033338,83.66142,22.1009672,714.81957668,1300.66605212,17,5,16.484,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.250186,0,349.5, -13.4, -2.6,0,1,1024,1024,1024,1024,0,0,0,0,355.1,-89.9,0,90,4.132,4.122,4.121,4.109,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
98300,2023-05-24 09:09:41,37.180994703814,128.195196345776,327.427832,,,1611.3175033338,83.66142,22.1009672,713.39569212,1303.9370496,17,5,16.471,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.250186,0,349.4, -13.5, -2.6,0,1,1024,1024,1024,1024,0,0,0,0,355.1,-90,0,90,4.13,4.12,4.117,4.104,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
98400,2023-05-24 09:09:41,37.1810035042077,128.195194043806,327.427832,,,1611.3175033338,83.66142,22.1009672,711.94228,1307.21460876,17,5,16.471,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.250186,0,349.4, -13.5, -2.5,0,1,1024,1024,1024,1024,0,0,0,0,355.1,-90,0,90,4.13,4.12,4.117,4.104,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
98500,2023-05-24 09:09:41,37.1810122981937,128.19519188445,327.427832,,,1611.3175033338,83.66142,22.1009672,710.54136132,1310.48560624,17,5,16.471,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.250186,0,349.4, -13.5, -2.5,0,1,1024,1024,1024,1024,0,0,0,0,355.1,-89.9,0,90,4.13,4.12,4.117,4.104,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
98600,2023-05-24 09:09:41,37.1810211113685,128.195189772576,327.427832,,,1611.3175033338,83.66142,22.1009672,709.16340852,1313.75988456,17,5,16.471,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.250186,0,349.4, -13.4, -2.5,0,1,1024,1024,1024,1024,0,0,0,0,355.1,-89.9,0,90,4.13,4.12,4.117,4.104,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
98700,2023-05-24 09:09:41,37.1810299079244,128.195187623199,327.427832,,,1611.3175033338,83.66142,22.1009672,707.7920174,1317.0276012,17,5,16.471,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.250186,0,349.4, -13.5, -2.6,0,1,1024,1024,1024,1024,0,0,0,0,355.1,-89.9,0,90,4.13,4.12,4.117,4.104,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
98800,2023-05-24 09:09:41,37.1810387161307,128.19518551012,327.427832,,,1611.3175033338,83.66142,22.1009672,706.44031132,1320.29859868,17,5,16.471,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.250186,0,349.3, -13.6, -2.7,0,1,1024,1024,1024,1024,0,0,0,0,355.1,-90,0,90,4.13,4.12,4.117,4.104,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
98900,2023-05-24 09:09:41,37.1810475072042,128.195183366936,327.427832,,,1611.3175033338,83.66142,22.1009672,705.09188608,1323.56631532,17,5,16.471,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.250186,0,349.4, -13.7, -2.6,0,1,1024,1024,1024,1024,0,0,0,0,355.1,-90,0,90,4.13,4.12,4.117,4.104,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
99000,2023-05-24 09:09:41,37.1810563047881,128.195181228396,327.427832,,,1611.3175033338,83.66142,22.1009672,703.75986504,1326.8373128,17,5,16.471,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.250186,0,349.4, -13.8, -2.6,0,1,1024,1024,1024,1024,0,0,0,0,355.1,-89.9,0,90,4.13,4.12,4.117,4.104,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
99100,2023-05-24 09:09:41,37.1810650923322,128.195179082288,327.427832,,,1611.3175033338,83.66142,22.1009672,702.43768652,1330.1017486,17,5,16.471,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.250186,0,349.4, -13.9, -2.5,0,1,1024,1024,1024,1024,0,0,0,0,355.1,-89.9,0,90,4.13,4.12,4.117,4.104,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
99200,2023-05-24 09:09:42,37.181073887072,128.195176923276,327.427832,,,1611.3175033338,83.66142,22.1009672,701.12535052,1333.37274608,17,5,16.471,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.250186,0,349.4, -13.9, -2.5,0,1,1024,1024,1024,1024,0,0,0,0,355.1,-89.9,0,90,4.13,4.12,4.117,4.104,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
99300,2023-05-24 09:09:42,37.1810826756098,128.195174782328,327.755916,,,1611.6455873338,83.66142,22.0785978,699.83269956,1336.64046272,17,5,16.472,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.026492,0,349.4, -14, -2.5,0,1,1024,1024,1024,1024,0,0,0,0,355,-90,0,90,4.13,4.119,4.118,4.105,0,0,0,32,1611.6455873338,327.755916,14,Waypoint,
99400,2023-05-24 09:09:42,37.1810913283183,128.195172780383,327.755916,,,1611.6455873338,83.66142,22.0785978,698.59910372,1339.84912424,17,5,16.472,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.026492,0,349.4, -14.2, -2.6,0,1,1024,1024,1024,1024,0,0,0,0,355,-90,0,90,4.13,4.119,4.118,4.105,0,0,0,32,1611.6455873338,327.755916,14,Waypoint,
99500,2023-05-24 09:09:42,37.1811001110309,128.195170654402,327.427832,,,1611.3175033338,83.66142,22.0785978,697.33598032,1343.11356004,17,5,16.472,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.026492,0,349.4, -14.2, -2.7,0,1,1024,1024,1024,1024,0,0,0,0,355,-89.9,0,90,4.13,4.119,4.118,4.105,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
99600,2023-05-24 09:09:42,37.1811089691623,128.195168484897,327.427832,,,1611.3175033338,83.66142,22.0785978,696.06629524,1346.40424256,17,5,16.472,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.026492,0,349.4, -14, -2.8,0,1,1024,1024,1024,1024,0,0,0,0,355,-89.9,0,90,4.13,4.119,4.118,4.105,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
99700,2023-05-24 09:09:42,37.1811177706868,128.195166350658,327.427832,,,1611.3175033338,83.66142,22.1009672,694.82613772,1349.67524004,17,5,16.472,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.250186,0,349.5, -13.9, -2.7,0,1,1024,1024,1024,1024,0,0,0,0,355,-90,0,90,4.13,4.119,4.118,4.105,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
99800,2023-05-24 09:09:42,37.1811266335469,128.195164165154,327.427832,,,1611.3175033338,83.66142,22.1009672,693.57613768,1352.97248424,17,5,16.472,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.250186,0,349.3, -13.8, -2.6,0,1,1024,1024,1024,1024,0,0,0,0,355,-90,0,90,4.13,4.119,4.118,4.105,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
99900,2023-05-24 09:09:42,37.1811354480923,128.195162026442,327.427832,,,1611.3175033338,83.66142,22.1009672,692.35894604,1356.24676256,17,5,16.472,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.250186,0,349.4, -13.7, -2.6,0,1,1024,1024,1024,1024,0,0,0,0,355,-90,0,90,4.13,4.119,4.118,4.105,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
100000,2023-05-24 09:09:42,37.1811441249581,128.195159997316,327.427832,,,1611.3175033338,83.66142,22.1009672,691.19752868,1359.46854744,17,5,16.472,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.250186,0,349.4, -13.9, -2.6,0,1,1024,1024,1024,1024,0,0,0,0,355,-89.9,0,90,4.13,4.119,4.118,4.105,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
100100,2023-05-24 09:09:42,37.1811529331987,128.195157870647,327.427832,,,1611.3175033338,83.66142,22.1009672,690.0098646,1362.73954492,17,5,16.472,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.250186,0,349.4, -13.8, -2.7,0,1,1024,1024,1024,1024,0,0,0,0,355,-90,0,90,4.13,4.119,4.118,4.105,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
100200,2023-05-24 09:09:43,37.1811617564134,128.195155678777,327.427832,,,1611.3175033338,83.66142,22.1009672,688.81563884,1366.02038492,17,5,16.472,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.250186,0,349.3, -13.7, -2.7,0,1,1024,1024,1024,1024,0,0,0,0,355,-90,0,90,4.13,4.119,4.118,4.105,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
100300,2023-05-24 09:09:43,37.181170572535,128.195153553656,327.427832,,,1611.3175033338,83.66142,22.0785978,687.65750232,1369.29794408,17,5,16.474,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.026492,0,349.4, -13.6, -2.8,0,1,1024,1024,1024,1024,0,0,0,0,355,-89.9,0,90,4.13,4.12,4.119,4.105,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
100400,2023-05-24 09:09:43,37.1811795356223,128.195151376065,327.427832,,,1611.3175033338,83.66142,22.0785978,686.48624244,1372.62799668,17,5,16.474,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.026492,0,349.5, -13.4, -2.8,0,1,1024,1024,1024,1024,0,0,0,0,355,-90,0,90,4.13,4.12,4.119,4.105,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
100500,2023-05-24 09:09:43,37.1811883624692,128.195149244407,327.427832,,,1611.3175033338,83.66142,22.0785978,685.3510718,1375.90555584,17,5,16.474,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.026492,0,349.4, -13.4, -2.8,0,1,1024,1024,1024,1024,0,0,0,0,355,-89.9,0,90,4.13,4.12,4.119,4.105,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
100600,2023-05-24 09:09:43,37.1811971181119,128.195147222506,327.427832,,,1611.3175033338,83.66142,22.0785978,684.2683946,1379.15358744,17,5,16.474,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.026492,0,349.4, -13.6, -2.8,0,1,1024,1024,1024,1024,0,0,0,0,355,-89.9,0,90,4.13,4.12,4.119,4.105,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
100700,2023-05-24 09:09:43,37.1812059332912,128.195145103923,327.427832,,,1611.3175033338,83.66142,22.0785978,683.16275152,1382.4311466,17,5,16.474,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.026492,0,349.5, -13.6, -2.9,0,1,1024,1024,1024,1024,0,0,0,0,355,-90,0,90,4.13,4.12,4.119,4.105,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
100800,2023-05-24 09:09:43,37.1812148366705,128.19514305312,327.427832,,,1611.3175033338,83.66142,22.0785978,682.08991684,1385.73167164,17,5,16.474,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.026492,0,349.5, -13.4, -3,0,1,1024,1024,1024,1024,0,0,0,0,355,-89.9,0,90,4.13,4.12,4.119,4.105,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
100900,2023-05-24 09:09:43,37.1812236595597,128.19514094073,327.427832,,,1611.3175033338,83.66142,22.0785978,681.01708216,1389.0092308,17,5,16.474,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.026492,0,349.4, -13.5, -3.1,0,1,1024,1024,1024,1024,0,0,0,0,355,-89.9,0,90,4.13,4.12,4.119,4.105,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
101000,2023-05-24 09:09:43,37.1812325559487,128.195138722711,327.427832,,,1611.3175033338,83.66142,22.0785978,679.92456244,1392.31959836,17,5,16.474,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.026492,0,349.3, -13.4, -3.1,0,1,1024,1024,1024,1024,0,0,0,0,355,-90,0,90,4.13,4.12,4.119,4.105,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
101100,2023-05-24 09:09:43,37.1812413828641,128.195136599827,327.427832,,,1611.3175033338,83.66142,22.0785978,678.87469364,1395.59715752,17,5,16.474,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.026492,0,349.3, -13.4, -3,0,1,1024,1024,1024,1024,0,0,0,0,355,-89.9,0,90,4.13,4.12,4.119,4.105,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
101200,2023-05-24 09:09:44,37.1812501165596,128.195134547304,327.427832,,,1611.3175033338,83.66142,22.0785978,677.86747576,1398.83862744,17,5,16.474,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.026492,0,349.5, -13.6, -3,0,1,1024,1024,1024,1024,0,0,0,0,354.9,-90,0,90,4.13,4.12,4.119,4.105,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
101300,2023-05-24 09:09:44,37.1812589334523,128.195132425279,327.427832,,,1611.3175033338,83.66142,22.0785978,676.84713452,1402.1161866,17,5,16.465,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.026492,0,349.4, -13.5, -3,0,1,1024,1024,1024,1024,0,0,0,0,355,-89.9,0,90,4.127,4.117,4.116,4.105,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
101400,2023-05-24 09:09:44,37.1812676817107,128.195130196423,327.427832,,,1611.3175033338,83.66142,22.0785978,675.81695076,1405.37077988,17,5,16.465,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.026492,0,349.5, -13.5, -2.8,0,1,1024,1024,1024,1024,0,0,0,0,354.9,-90,0,90,4.127,4.117,4.116,4.105,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
101500,2023-05-24 09:09:44,37.1812764890603,128.19512806941,327.427832,,,1611.3175033338,83.66142,22.0785978,674.82285624,1408.6450582,17,5,16.465,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.026492,0,349.5, -13.5, -2.9,0,1,1024,1024,1024,1024,0,0,0,0,354.9,-90,0,90,4.127,4.117,4.116,4.105,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
101600,2023-05-24 09:09:44,37.18128541144,128.195126027553,327.427832,,,1611.3175033338,83.66142,22.0785978,673.8681318,1411.95214492,17,5,16.465,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.026492,0,349.6, -13.5, -3.1,0,1,1024,1024,1024,1024,0,0,0,0,354.9,-90,0,90,4.127,4.117,4.116,4.105,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
101700,2023-05-24 09:09:44,37.1812942263623,128.195123915334,327.099748,,,1610.9894193338,83.66142,22.0785978,672.91012652,1415.22642324,17,5,16.465,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.026492,0,349.4, -13.5, -3.3,0,1,1024,1024,1024,1024,0,0,0,0,354.9,-89.9,0,90,4.127,4.117,4.116,4.105,0,0,0,32,1610.9894193338,327.099748,14,Waypoint,
101800,2023-05-24 09:09:44,37.181303129656,128.195121881563,327.099748,,,1610.9894193338,83.66142,22.0785978,671.98492964,1418.53022912,17,5,16.465,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.026492,0,349.5, -13.5, -3.4,0,1,1024,1024,1024,1024,0,0,0,0,354.9,-89.9,0,90,4.127,4.117,4.116,4.105,0,0,0,32,1610.9894193338,327.099748,14,Waypoint,
101900,2023-05-24 09:09:44,37.1813119411689,128.195119778806,327.099748,,,1610.9894193338,83.66142,22.0785978,671.05973276,1421.8012266,17,5,16.465,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.026492,0,349.5, -13.6, -3.4,0,1,1024,1024,1024,1024,0,0,0,0,354.9,-89.9,0,90,4.127,4.117,4.116,4.105,0,0,0,32,1610.9894193338,327.099748,14,Waypoint,
102000,2023-05-24 09:09:44,37.1813208309276,128.195117555283,327.427832,,,1611.3175033338,83.66142,22.0785978,670.11157,1425.10831332,17,5,16.465,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.026492,0,349.6, -13.6, -3.2,0,1,1024,1024,1024,1024,0,0,0,0,354.9,-89.9,0,90,4.127,4.117,4.116,4.105,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
102100,2023-05-24 09:09:44,37.1813296398706,128.195115434463,327.099748,,,1610.9894193338,83.66142,22.0785978,669.209339,1428.38259164,17,5,16.465,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.026492,0,349.5, -13.6, -3.2,0,1,1024,1024,1024,1024,0,0,0,0,354.9,-89.9,0,90,4.127,4.117,4.116,4.105,0,0,0,32,1610.9894193338,327.099748,14,Waypoint,
102200,2023-05-24 09:09:45,37.1813383592088,128.195113360435,327.099748,,,1610.9894193338,83.66142,22.0785978,668.3399164,1431.62078072,17,5,16.465,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.026492,0,349.5, -13.8, -3.3,0,1,1024,1024,1024,1024,0,0,0,0,354.9,-90,0,90,4.127,4.117,4.116,4.105,0,0,0,32,1610.9894193338,327.099748,14,Waypoint,
102300,2023-05-24 09:09:45,37.1813471525266,128.19511124254,327.427832,,,1611.3175033338,83.66142,22.0785978,667.46721296,1434.88521652,17,5,16.461,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.026492,0,349.5, -13.9, -3.3,0,1,1024,1024,1024,1024,0,0,0,0,354.9,-90,0,90,4.127,4.117,4.115,4.102,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
102400,2023-05-24 09:09:45,37.1813559065159,128.195108991835,327.427832,,,1611.3175033338,83.66142,22.0785978,666.57482448,1438.14637148,17,5,16.461,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.026492,0,349.5, -14, -3.1,0,1,1024,1024,1024,1024,0,0,0,0,354.9,-89.9,0,90,4.127,4.117,4.115,4.102,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
102500,2023-05-24 09:09:45,37.1813646939915,128.195106857769,327.427832,,,1611.3175033338,83.66142,22.0785978,665.72836776,1441.41080728,17,5,16.461,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.026492,0,349.6, -14, -3.1,0,1,1024,1024,1024,1024,0,0,0,0,354.9,-89.9,0,90,4.127,4.117,4.115,4.102,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
102600,2023-05-24 09:09:45,37.1813736482554,128.195104811267,327.427832,,,1611.3175033338,83.66142,22.0785978,664.92128112,1444.73101736,17,5,16.461,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.026492,0,349.6, -13.9, -3.2,0,1,1024,1024,1024,1024,0,0,0,0,354.9,-89.9,0,90,4.127,4.117,4.115,4.102,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
102700,2023-05-24 09:09:45,37.1813824478781,128.19510268649,327.427832,,,1611.3175033338,83.66142,22.0785978,664.1076328,1448.00201484,17,5,16.461,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.026492,0,349.6, -14, -3.2,0,1,1024,1024,1024,1024,0,0,0,0,354.9,-90,0,90,4.127,4.117,4.115,4.102,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
102800,2023-05-24 09:09:45,37.1813910754099,128.195100635171,327.427832,,,1611.3175033338,83.66142,22.0785978,663.33335456,1451.20411468,17,5,16.461,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.026492,0,349.5, -14.3, -3.3,0,1,1024,1024,1024,1024,0,0,0,0,354.9,-89.9,0,90,4.127,4.117,4.115,4.102,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
102900,2023-05-24 09:09:45,37.1813998595616,128.195098514179,327.427832,,,1611.3175033338,83.66142,22.0785978,662.55251464,1454.46855048,17,5,16.461,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.026492,0,349.6, -14.3, -3.2,0,1,1024,1024,1024,1024,0,0,0,0,354.9,-89.9,0,90,4.127,4.117,4.115,4.102,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
103000,2023-05-24 09:09:45,37.1814088429856,128.195096292892,327.427832,,,1611.3175033338,83.66142,22.0785978,661.75527052,1457.8084456,17,5,16.461,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.026492,0,349.5, -13.9, -3.1,0,1,1024,1024,1024,1024,0,0,0,0,354.9,-89.9,0,90,4.127,4.117,4.115,4.102,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
103100,2023-05-24 09:09:46,37.1814176451012,128.195094162782,327.427832,,,1611.3175033338,83.66142,22.0785978,661.00067732,1461.07944308,17,5,16.461,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.026492,0,349.6, -14, -3,0,1,1024,1024,1024,1024,0,0,0,0,354.9,-90,0,90,4.127,4.117,4.115,4.102,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
103200,2023-05-24 09:09:46,37.181426446904,128.195091959559,327.427832,,,1611.3175033338,83.66142,22.0785978,660.24280328,1464.3537214,17,5,16.461,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.026492,0,349.5, -14.1, -3.1,0,1,1024,1024,1024,1024,0,0,0,0,354.9,-90,0,90,4.127,4.117,4.115,4.102,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
103300,2023-05-24 09:09:46,37.1814352508014,128.195089829105,327.427832,,,1611.3175033338,83.66142,22.0785978,659.51773764,1467.62799972,17,5,16.463,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.026492,0,349.5, -14.2, -3.1,0,1,1024,1024,1024,1024,0,0,0,0,354.9,-90,0,90,4.128,4.118,4.115,4.102,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
103400,2023-05-24 09:09:46,37.1814440529255,128.195087649449,327.427832,,,1611.3175033338,83.66142,22.0785978,658.79595284,1470.8989972,17,5,16.463,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.026492,0,349.5, -14.1, -3.1,0,1,1024,1024,1024,1024,0,0,0,0,354.9,-89.9,0,90,4.128,4.118,4.115,4.102,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
103500,2023-05-24 09:09:46,37.1814554971586,128.195084990683,327.427832,,,1611.3175033338,83.66142,22.0785978,657.93309192,1475.147685,17,5,16.463,1611.9736713338,328.084,23.5102394,818.3891338,21.698318,-4.026492,0,349.6, -14.1, -3.1,0,1,1024,1024,1024,1024,0,0,0,0,354.9,-89.9,0,90,4.128,4.118,4.115,4.102,0,0,0,32,1611.3175033338,327.427832,14,Waypoint,
